participant	content
kid	yeah what is it.
cgv	guess.
kid	plates.
cgv	what.
kid	plates.
cgv	no it's not plates do you know what it is.
kid	no.
cgv	it's pretend cowboy money.
kid	oh.
cgv	can I see.
kid	yeah.
cgv	how neat Now you can go to any saloon and get something to drink.
cgv	what do you think about those Abe.
kid	pretty fine.
cgv	I didn't hear you say thanks.
kid	thanks.
cgv	you're welcome.
kid	we could play with these.
cgv	we could.
cgv	what could we play.
kid	um um the thing we watched on cowboys.
cgv	we could play poker.
kid	yeah.
cgv	is that what you meant.
kid	yeah.
cgv	how do you play poker.
kid	you just see which one is good.
cgv	which one is good.
kid	yeah we could do that we could sit right here because I made this one okay.
kid	this is the board on we could play.
cgv	okay I'll play with you I wan(t) (t)a see how you play this.
kid	no sit right here.
cgv	right there.
kid	yeah is that good.
cgv	I don't know is it.
kid	yes it is good here that's yours.
cgv	hey I won whatta what do] you know did I win this one too.
kid	yeah.
cgv	I won two of em.
kid	I won hey we both won.
cgv	good deal will you keep these for me so I won't lose em.
cgv	okay.
kid	these are for uh I think I thought these are for me.
cgv	well you said I won if I won em they're mine right.
kid	yeah so I won't keep em for you.
cgv	you won't.
kid	no.
cgv	let me play it and I'll see who wins okay.
kid	yeah I'm gon (t)a win all of them I hope.
cgv	Abe won that one.
cgv	oh shoot.
kid	what happened.
cgv	you won em all again.
cgv	you're rich Abe.
kid	me too we could get all of these and you you push these to me okay okay two white ones.
cgv	the two white ones.
kid	yeah.
cgv	one.
kid	two.
cgv	hey that was pretty neat.
kid	these look like plates.
cgv	they do.
kid	yeah.
cgv	they do look like plates don't they.
kid	yeah.
cgv	do you know what they really are.
kid	huh.
kid	no.
cgv	they're really cowboy money.
kid	how cowboys get money.
cgv	they work cowboys are hard workers.
kid	are we gon (t)a uh can I shoot um um can I shoot with caps.
cgv	yeah as soon as we go outside.
kid	hurry I'm ready to go.
cgv	did you go look in the mirror to see your purple mustache.
kid	there's no light coming through.
cgv	here you go.
kid	yeah I do look like a raccoon.
cgv	a raccoon.
