participant	content
cgv	huh.
kid	Mom this is for me see.
cgv	isn't it nice how those colors blend together.
kid	uhhuh.
cgv	do you want to paint on this side of the paper.
kid	no I wan(t) (t)a make another one I wan(t) (t)a make one for Terry and you and Dad.
cgv	okay that would be nice.
kid	Mom see this is for Terry.
cgv	uhhuh go ahead and put some paint on this side.
kid	Mommy that's that's an Indian.
cgv	an Indian.
kid	uhhuh.
cgv	gosh.
kid	and and and and a ring on him and and and I drawed the ring.
cgv	you drew the ring.
kid	uhhuh and it's raining on him and I drawed the rain.
cgv	you drew the rain too.
kid	uhhuh I made black Mom.
cgv	you sure did.
kid	this is for Terry Dad.
cgv	it is.
kid	uhhuh Mommy hang this up on the wall.
cgv	I will after while Abe I'm doing dishes now.
kid	Mom see look what I made.
cgv	wow what is it Abe.
kid	I don't know.
cgv	it sort of looks like a donut.
kid	Mommy it's a snake.
cgv	a snake.
kid	uhhuh.
cgv	all wound up.
kid	uhhuh a snake all wound up Mommy Mommy you hang this up.
cgv	okay Abe I'll get you some more paper too.
kid	for my dad.
cgv	that's for Daddy.
kid	uhhuh I'm gon (t)a leave it here Mom for you get it.
cgv	okay.
kid	Mom I got one paint instead Mom.
cgv	one.
kid	uhhuh.
cgv	that's good Abe then get one again and one again and soon you'll have a nice picture.
kid	Mom see I made red.
cgv	all by yourself.
kid	uhhuh.
cgv	wow.
kid	I got two at a time Mom.
cgv	okay mix those two together.
kid	Mom I made orange.
cgv	uhhuh.
kid	I got four Mom I got four Mom I got four Mom.
cgv	huh.
kid	I got four.
cgv	you got four colors.
kid	uhhuh.
cgv	good.
kid	this is a be for you Dad.
cgv	oh boy I'm glad is it going to be pretty.
kid	uhhuh.
cgv	good can I take it to school.
kid	uhhuh.
cgv	can I show it to Mike.
kid	uhhuh.
cgv	is it turning out real pretty.
kid	I think so.
cgv	good.
kid	I got I got two of them Mom.
cgv	two colors.
kid	uhhuh now I got four of them Mom.
cgv	are they mixing together.
kid	uhhuh I think so Mom they are not working out too right.
cgv	huh.
kid	they are not working out too right.
cgv	they're not working out good.
kid	uhhuh they are working.
cgv	they are.
kid	uhhuh.
cgv	good.
kid	Mom I wan(t) (t)a I wan(t) (t)a paint one for Ninny@f and Bumpa@f.
cgv	oh good.
kid	Mom.
cgv	uhhuh.
kid	Mom Ninny@f and Bumpa@f is my friend.
cgv	you're their friend too Abe they really love you.
kid	Daddy here Daddy here.
cgv	let's see oh that's beautiful Abe.
cgv	is that one Daddy.
kid	uhhuh another one is a be for your Daddy.
cgv	for my daddy.
kid	no for my Uncle Keith.
cgv	oh I see.
cgv	you sure are making a lot of nice pictures Abe.
kid	this is for my Uncle Keith.
cgv	oh.
cgv	do you like to paint Abe.
kid	uhhuh.
cgv	hhmm.
kid	I like frogs.
cgv	you like frogs.
kid	uhhuh.
cgv	what made you think about frogs.
kid	uh uh this alligator.
cgv	what.
kid	this alligator.
cgv	an anteater.
kid	I don't I don't see anteaters when I go see anteater I tell him +....
cgv	what would you tell him.
kid	I tell him I get one.
cgv	oh is your throat beginning to hurt.
kid	no I don't think so.
cgv	you don't think so.
kid	uhuh Daddy this is for Uncle Keith.
cgv	okay I'll put it right here.
kid	don't drip it.
cgv	I won't drip it do you want another piece of paper.
kid	uhhuh.
cgv	who's this one for.
kid	huh.
cgv	who's this one for.
kid	that's and another one this a be for for for for Grandma.
cgv	oh she'll like that.
kid	beat two out Mommy beat two out.
cgv	huh.
kid	see that line I beat it.
cgv	you broke that line.
kid	no I beat it see right here I beat it.
cgv	you beaked beat] it.
kid	I beat [!] it.
cgv	beat it.
kid	beat it.
cgv	oh you beat it with your brush I see.
kid	Momma.
cgv	hmm.
kid	this is for Grandma put it right there Dad.
cgv	did you tell Daddy how you made Amara happy today.
kid	Daddy I made Amara with I get a tomato for her and and and Amara got a tomato.
cgv	was she happy.
kid	uhhuh.
cgv	good.
kid	not too happy.
cgv	how did Renee make you happy when you woke up from your nap.
kid	I don't know.
cgv	don't you remember what she brought over for a big treat.
kid	uhhuh Crackerjacks.
cgv	remember.
cgv	and you took two big handfuls.
kid	uhhuh and Renee laughed and you laughed.
cgv	uhhuh.
kid	and my daddy laughed.
cgv	did you tell Daddy you called him today and asked him what time it was.
kid	uhhuh he said it's eight o'clock time to get up Mommy I can't get down.
