participant	content
cgv	the basket fell down.
kid	yeah and Andy and Danny were crying.
cgv	did they get hurt.
kid	yeah a lady had a little dog (ex)cept know what.
cgv	what.
kid	she said the doggy's sorry for that accident.
cgv	she thought the dog was sorry.
kid	yeah (ex)cept know what.
cgv	what.
kid	we went to the store and I got monster vitamins.
cgv	did you eat one.
kid	yeah in the car.
cgv	you know what.
kid	what.
cgv	you're starting to look like a monster did anything else happen at the store.
kid	yeah.
cgv	what.
kid	I don't know.
cgv	what would have happened if Danny and Andy would have got their heads cut when the basket fell.
kid	then we then we would take em to the hospital.
cgv	you would have had to take em to the hospital.
kid	yeah.
cgv	what would have happened there.
kid	they would get fixed know what.
kid	that lady with a dog got us money (ex)cept Mommy spended three of my monies@c.
cgv	you spent it.
cgv	what did you get.
kid	candy+bars.
cgv	can I have a bite.
kid	I already ate it.
cgv	oh Abe I'm so hungry for a candy+bar.
kid	I got two of em in my back pack.
cgv	two candy+bars.
kid	yeah.
cgv	you can save them for later if you want to.
kid	I don't wan(t) (t)a I'll get one to you oh it already melted could I have it.
cgv	sure.
kid	can I eat it all.
cgv	yeah what kind was it.
kid	it was a candy+bar.
cgv	what's that that's sticking in it.
kid	that's another piece.
cgv	oh here's your bag.
kid	I don't want it.
cgv	are you going to eat it all now.
kid	uhhuh.
cgv	did you go to the park today.
kid	I didn't go to the big park.
cgv	where did you go.
cgv	I thought it was a pretty big park.
kid	it wasn't a big park that gots@n two big sandboxes.
cgv	what park was it then.
kid	it was next to your school.
cgv	it was close to my school.
kid	yeah.
cgv	what was there.
kid	a lot of stuff we taked a picnic lunch could I put it all in my mouth.
cgv	if you think it'll fit.
cgv	are you enjoying that candy+bar.
kid	uhhuh.
cgv	I thought so.
cgv	do you remember when Grandpa and Grandma were here.
kid	yeah.
cgv	what do you remember about em.
kid	I love em.
cgv	why is the house so dirty.
kid	because lots of kids been here.
cgv	why.
kid	because lots of kids been here.
cgv	I'm sorry I didn't hear you.
kid	there's been lots of kids here.
cgv	and the kids made the house dirty.
