participant	content
cgv	huh.
kid	is that your pocket+knife.
cgv	yeah.
kid	how come you got the littlest.
cgv	what.
kid	how come you got the really littlest.
cgv	the littlest what.
kid	the littlest part of a pocket+knife.
cgv	oh this is the hole puncher do you want holes in here.
kid	yeah lots of holes holes are what I wanted lots of holes you're putting too much holes in.
cgv	what.
kid	you're putting too much holes in.
cgv	oh that's all I'll put in then is that good.
kid	yeah (ex)cept know what happened.
cgv	what.
kid	look on this side look what happened on this side you putted a hole here and it didn't work.
cgv	oh so you think I should make it work.
kid	yeah.
cgv	here how's that.
kid	pretty fine I saw you.
cgv	you what.
kid	I saw you I think I see your skin.
cgv	let me see.
kid	give it back to me give it back to me.
cgv	come here for a second.
kid	what.
kid	what.
kid	are you gon (t)a put a string on.
kid	are you gon (t)a put a string on.
cgv	do you want a string on it.
kid	yeah hey I see the I see the (re)frigerator.
cgv	you do.
kid	yeah I see your blue+jeans.
cgv	that's a pretty good telescope isn't it.
kid	no it's not a telescope it's something to carry Easter eggs it only works like a telescope.
cgv	oh.
kid	I saw a string.
cgv	where.
kid	no I just saw this I think this will work.
cgv	okay.
kid	put a hole in it and tie a knot.
cgv	okay.
kid	I think Leslie was here and she dropped one of her ducks.
cgv	one of her what.
kid	one of her baby ducks.
cgv	she has baby ducks.
kid	yeah and they don't don't have really good wheels because they're not real wheels.
cgv	her ducks have wheels.
kid	no just Leslie's ducks have wheels and they're not really good wheels.
cgv	they're just toy ducks huh.
kid	yeah toy ducks I saw a duck Daddy.
cgv	you did.
kid	yeah quack quack quack quack stop it you silly duck quack he said it again stop saying quack you silly duck.
cgv	it's not silly for a duck to say quack.
kid	no it says it lot of times Daddy when I get older are you gon (t)a get your pocket+knife to me and I will be very careful.
cgv	how much older do you think you should be before you get a pocket+knife.
kid	five is five little.
cgv	nope.
kid	Jason is five and he's big no is Jason four.
cgv	I think Jason's five.
kid	then when I'm five I could use that pocket+knife.
cgv	we'll see.
kid	could we go play in our old neighbor hood tonight.
cgv	I don't know we'll have to wait and see how does that work.
kid	fine I think it's Easter egg time.
cgv	huh.
kid	I think it's Easter egg time.
cgv	you do.
kid	uhhuh here I see you I'm gon (t)a go look for more Easter eggs.
cgv	you are.
kid	uhhuh I don't have any Easter eggs it's not Easter egg time.
cgv	I know it's the wrong time of year to look for Easter eggs maybe you could look for something else.
kid	for what.
cgv	let's think what could you look for.
kid	look for milk.
cgv	I doubt if there's any milk outside.
kid	no there is milk outside because cows have the milk.
cgv	oh yeah but I mean right out here.
kid	no I mean right across the street.
cgv	you'd have to look pretty hard to find a cow over there too.
kid	I mean by Tom Thumb guess what I want.
cgv	what.
kid	you guess for me I don't know guess for me Daddy.
cgv	a pretty rock.
kid	no.
cgv	a ice cream.
kid	no what else.
cgv	camping stuff.
kid	yep go to the store and get camping stuff.
cgv	we'll have to wait until it's your birthday or something.
kid	no I don't want camping stuff guess what I want.
cgv	I don't know you tell me.
kid	a saw.
cgv	you have a saw.
kid	a horsie.
cgv	we can't have a horse here.
kid	no a real horsie.
cgv	I know we can't have a real horse here.
kid	how come.
cgv	where would we put him.
kid	we would put him outside with a leash and he won't run away.
cgv	what would you do with a horse.
kid	I would ride it.
cgv	what else.
kid	not a cow.
cgv	not a cow what else would you do with a horse.
kid	and I would say giddyup horse and he would go whee:.
cgv	who would clean up the horse's mess.
kid	you.
cgv	no.
kid	Mommy and I would.
cgv	you would.
kid	Mommy and I would.
cgv	who would have to feed the horse.
kid	I would get some hay I will get some water and some hay and he will drink the water and he will eat the hay and I will get some straw and he will eat the straw.
cgv	he'll eat a saw.
kid	no straw I don't mean a saw I mean the straw like we put on the garden oh oh look look in those pepper shakers.
cgv	for what.
kid	for those things cows eat.
cgv	cows eat pepper.
kid	the stuff in pepper shakers no not that that right there.
cgv	salt.
kid	yeah.
cgv	oh they lick salt where did we see that.
kid	at a farm.
cgv	at Great_grandma's farm.
kid	yeah where's Great_grandma now.
cgv	she's still in Pennsylvania.
kid	(ex)cept where is Pennsylvania.
cgv	remember where we went last year.
kid	uhhuh.
cgv	and Grandma and Grandpa were there too.
kid	yeah and Faith and Karen and I wanted to touch the cows.
cgv	uhhuh.
kid	know what I want.
kid	guess what I want.
cgv	a boat.
kid	no it rhymes with d@l.
cgv	a tree.
kid	no a tree is a big thing and I want to bring it in the house and it rhymes with d@l and I want it to bring in the house guess again.
cgv	I'm thinking a bumblebee.
kid	no do bumblebees rhyme with d@l.
cgv	yeah listen bee d@l see they rhyme.
kid	okay then I want something to bring in the house and it's teeny tiny it's really teeny tiny.
cgv	a dog.
kid	does dog rhyme with d@l.
cgv	no but it starts with d@l.
kid	it's teeniest teeny something to catch frogs something to catch frogs that starts with d@l no it rhymes with d@l it's teeny tiny.
cgv	a fly.
kid	no frogs eat flies.
cgv	you tell me I have no idea.
kid	grabs.
cgv	grabs.
kid	yeah.
cgv	I don't know what that is.
kid	that's something to carry frogs when people catch frogs.
cgv	that doesn't rhyme with d@l.
kid	no it starts with d@l.
cgv	you told me it rhymed with d@l.
kid	don't cry grabs rhymes with d@l and starts with d@l.
cgv	no.
kid	they eat with d@l they're a cookie monster.
cgv	you're starting to get a little loony.
