participant	content
cgv	it's going to be a rug for here Abe.
kid	oh for in here.
cgv	uhhuh.
kid	Mom so I have a big place to lay down.
cgv	uhhuh I hope I get it finished by Winter time.
kid	huh.
cgv	I hope I get it finished by Winter time.
kid	oh why it's Winter time now.
cgv	it's still Summer.
kid	I want it snow Mom.
cgv	you do want it to snow.
kid	uhhuh.
cgv	how come.
kid	because I I want it to snow and I sled.
cgv	you want to go down the hill on a sled.
kid	uhhuh.
cgv	that's why you want it to snow.
kid	uhhuh Mom I wan(t) (t)a ski by myself when I get skis and things.
cgv	you do want to ski by yoursel(f).
kid	uhhuh.
cgv	well you have to get skis and skis poles.
kid	uhhuh Mom I love you I I I want you making a big rug for out out out in the hallway.
cgv	you want me to make a big rug for the living room and another big rug for out in the hallway.
kid	uhhuh and then we have to walk.
cgv	hhmm.
kid	it's like Daniel's it's like Daniel's rug out in the hallway.
cgv	oh you want a rug like Daniel's.
kid	uhhuh you're making a rug.
cgv	what are you trying to do.
kid	put it down.
cgv	wow there's really a wild wind in here.
kid	in here.
cgv	uhhuh.
kid	why you go out in the hallway.
cgv	I'm going to take the trash out.
kid	why.
cgv	because it stinks.
kid	I'll go with you.
cgv	are you going to come with me.
kid	uhhuh.
cgv	okay come on.
kid	I wan(t) (t)a I wan(t) (t)a I wan(t) (t)a get a panda bear I wan(t) (t)a get a panda bear at the store Mom.
cgv	what sort of a panda bear.
kid	like Andy's panda bear.
cgv	hmm.
kid	like Andy's panda bear.
cgv	oh like Andy's panda bear that you ride.
kid	uhhuh.
cgv	would you like it better if we fixed the handles on your Pluto.
kid	what handles.
cgv	the handles that Paul broke off wouldn't you like that.
kid	uhhuh I like that Mom where's my Mom where's my where's my panda bear.
kid	I want it.
cgv	you don't have a panda bear you have a Pluto and a truck and you didn't bring them in did you.
kid	huh.
cgv	you didn't bring in your Pluto and truck did you.
kid	hunhunh I didn't want to now Mom I caught you.
cgv	you caught me.
kid	uhhuh.
cgv	how am I going to get away.
kid	you can't.
cgv	I can't.
kid	hunhunh.
cgv	when are you going to let go of me.
kid	I let go of you now I like my poster Mom.
cgv	you do.
kid	uhhuh.
cgv	what are you doing Mr Munster.
kid	I'm not Mr Munster.
cgv	oh I thought you were Mr Munster.
kid	Mom you you are a zoo keeper why you doing you zoo keeper.
cgv	what.
kid	what you doing zoo keeper.
cgv	I'm not a zoo keeper.
kid	you are.
cgv	I'm not.
kid	you are.
cgv	I don't have a uniform and a badge.
kid	you do look at your uniform and a badge you look at your hat up on top of your head look Mom.
cgv	what are you talking about.
kid	look at your hat on there I'm gon (t)a hide in your shirt Mom.
cgv	hey.
cgv	I think you might rip it if you do that.
kid	huh.
cgv	I think that you'll rip my shirt if you try to hide in it.
kid	my my legs.
cgv	uhhuh I think your legs will rip my shirt if they try to hide in it.
kid	they on it.
cgv	they're on it but they're not inside it now that's a better idea.
kid	I put them in Mommy.
cgv	I don't think you should.
kid	I put one leg in Mom I put one leg in.
cgv	no you're going to rip it out and then I won't have a shirt to wear.
kid	I won't rip it out Mommy you have ta make another one when I pop this make this when I pop this my hand in there Mommy Mommy this this Mommy get your shirt off.
cgv	get my shirt off.
kid	uhhuh.
cgv	how come.
kid	because I'll take it off Mommy put my thumb in there.
cgv	your thumb.
kid	uhhuh.
cgv	in my shirt.
kid	uhhuh.
cgv	okay your thumb isn't very big it won't rip my shirt.
kid	and and Mommy put this in also Mommy put this in also.
cgv	your hand.
kid	uhhuh.
cgv	and arm.
kid	uhhuh Mommy I wan(t) (t)a put my arm in there Mommy.
cgv	I guess so your arm isn't very big.
kid	just like this.
kid	I'm growing bigger and biggest.
cgv	you're growing to be the biggest boy in the world.
kid	uhhuh.
cgv	will you be a man then.
kid	uhhuh and I'm and I'm a and I'm a then I'll have ta get a gun and I'll have ta ride a horse.
cgv	oh are you going to be a cowboy.
cgv	no he's going to be a cow+poke aren't you Abe.
kid	I'm not a cow+poke I caught you Mommy I caught you Mommy I caught you Mommy.
cgv	I'm not a cow.
kid	I caught you Mommy.
cgv	I'm not a cow don't catch me.
kid	I caught you Mommy I'm carry you Mommy.
cgv	where are you going to carry me.
kid	way over there and put you in.
cgv	in where.
kid	in my chair.
cgv	in your chair.
kid	uhhuh.
cgv	am I going to be the baby.
kid	yeah heavy Mommy I want some juice Mom.
cgv	Daddy will be glad to get you some juice.
kid	Daddy get some juice for me please please please Daddy please Daddy.
cgv	okay.
kid	and then Amara broke it Amara +....
cgv	this is all the juice it's almost all gone.
kid	okay it's almost all gone.
cgv	uhhuh do you like juice.
kid	uhhuh I like juice.
cgv	okay here's your juice.
kid	it's not all gone now.
cgv	there's still a tiny bit more would you like that later.
kid	uhhuh.
cgv	or in the morning.
kid	I like it in the morning.
cgv	put your empty glass on the table.
kid	on my table.
cgv	uhhuh.
kid	there Mom where's my little chair.
cgv	it's in there somewhere.
kid	Mom you are a zoo keeper.
cgv	I'm not a zoo keeper I don't have a uniform.
kid	Mom I go hide.
cgv	okay Mr Munster.
kid	I'm not Mr Munster I go hide.
cgv	what are you going to hide for.
kid	I'm gon (t)a get my purse.
cgv	you're going to use a purse.
kid	uhhuh.
cgv	what for.
kid	for my pennies Mom where my purse.
kid	Mom where my purse.
cgv	I don't know.
kid	here my purse Mom.
cgv	is that your purse.
cgv	that's a nice purse.
kid	my purse my purse hide my purse hide Mommy my purse hide Mommy Mommy my purse hide.
cgv	who says.
kid	waking up.
kid	Mom this is a record Mom what's what's this side say.
cgv	let me look at it twinkle twinkle little star.
kid	what's this side say Mom.
cgv	where oh where has my little dog gone.
cgv	oh where oh where can he be.
kid	I do this Mommy I do this Mommy I push this Mommy.
cgv	go ahead see if you can work it by yourself.
kid	Mom I can't put this up Mommy.
cgv	you want to put that up.
kid	uhhuh.
cgv	you have to take the records off first.
kid	thank you Mom I can't do this Mommy.
cgv	what are you going to do with all those Abe.
kid	put them in a car our car Mom Mom where the car parked.
kid	Mom where the car parked.
cgv	I think you're out of your head.
kid	I have to go poop.
cgv	okay go ahead.
kid	Mommy.
cgv	what.
kid	I want my daddy come with me.
cgv	okay I'll come let's go.
kid	that was too hard Daddy that was too hard Daddy.
cgv	okay I won't pinch you again let's go poop look at Abe's body Ann isn't it pretty.
cgv	wow what a pretty painted body.
cgv	come here and let me see.
kid	these are not bodies Mom these are hands.
cgv	uhhuh and what pretty painted hands they are.
kid	I wan(t) (t)a play with my zoo and cars get them okay.
cgv	okay I'll get them here you go.
kid	Mom Mom this has two off Mommy.
cgv	two what.
kid	two two wheels off.
cgv	two wheels are missing.
kid	uhhuh.
cgv	do you see them anywhere.
kid	uhuh.
cgv	well we'll see if we can find them and then we'll fix it.
kid	huh.
cgv	we'll fix it as soon as I get done drying dishes.
kid	huh.
cgv	we'll try to fix it as soon as I get sone done] drying dishes.
kid	Daddy see they are racing.
cgv	they are.
kid	uhhuh.
cgv	who's winning.
kid	him and him and him and him and him they are both winning.
cgv	they are all winning huh.
kid	uhhuh.
cgv	well that sure does make a nice race everybody wins.
kid	Daddy did you see that.
cgv	what.
kid	that car.
cgv	what happened to that car.
kid	Daddy Daddy help.
cgv	what happened.
kid	help.
cgv	what happened.
kid	help.
cgv	help what.
kid	help help I need help it's snowing in my house.
cgv	what.
kid	it's snowing in my house.
cgv	it's snowing in your house.
kid	uhhuh it's snowing snowing see it snowing it's snowing in my house still.
cgv	oh in that book it's snowing in that house.
kid	uhhuh.
cgv	oh.
kid	it's snowing in our house it's snowing in our house Daddy help Daddy help Daddy help.
cgv	help what.
kid	help me help me.
cgv	help what.
kid	just help.
cgv	help what Abe.
kid	I'm gon (t)a swim in the swimming pool.
cgv	you are.
kid	uhhuh look at me go Daddy look at me go look at me go Daddy.
cgv	I'm looking at you go keep it up big Abe keep going.
kid	no no I can't.
cgv	why not.
kid	because I I they kill me.
cgv	who killed you.
kid	I found Michael's gun outside.
cgv	you did.
kid	uhhuh I kill you.
cgv	you don't want to kill me.
kid	I don't want to I'm going byebye.
cgv	wait just a second and I'll go with you.
kid	Daddy a snake get me and and make me fall down when I go outside.
cgv	a snake.
kid	uhhuh it scared me.
cgv	it did.
kid	uhhuh it get me again.
cgv	no it won't I'll go with you.
kid	Mommy we going at at at at my friend's house.
cgv	uhhuh we're going to Leslie's house.
kid	I don't want to go.
cgv	well we'll just run down there for a second come get some shorts on.
kid	I can't get them on Mommy I think I think everything gots@n some presents for you.
cgv	who does.
