original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
0	cgv	then you'd be really warm those look like overalls don't they	[then, you, would, be, really, warm, those, look, like, overalls, do, not, they]	[then, you, would, be, really, warm, those, look, like, overall, do, not, they]	[(then, RB), (you, PRP), (would, MD), (be, VB), (really, RB), (warm, JJ), (those, DT), (look, VBP), (like, IN), (overalls, NNS), (do, VBP), (not, RB), (they, PRP)]	[(then, RB), (you, PRP), (would, MD), (be, VB), (really, RB), (warm, JJ), (those, DT), (look, VBP), (like, IN), (overall, JJ), (do, VBP), (not, RB), (they, PRP)]	time205-cond1.txt	time205-time196-cond1
1	kid	i guess so	[i, guess, so]	[i, guess, so]	[(i, NN), (guess, NN), (so, RB)]	[(i, NN), (guess, NN), (so, RB)]	time196-cond1.txt	time205-time196-cond1
2	cgv	because they go over your other clothes	[because, they, go, over, your, other, clothes]	[because, they, go, over, your, other, clothes]	[(because, IN), (they, PRP), (go, VBP), (over, IN), (your, PRP$), (other, JJ), (clothes, NNS)]	[(because, IN), (they, PRP), (go, VBP), (over, IN), (your, PRP$), (other, JJ), (clothes, NNS)]	time205-cond1.txt	time205-time196-cond1
3	kid	 gosh some people will but i don't think so	[gosh, some, people, will, but, i, do, not, think, so]	[gosh, some, people, will, but, i, do, not, think, so]	[(gosh, VB), (some, DT), (people, NNS), (will, MD), (but, CC), (i, VB), (do, VBP), (not, RB), (think, VB), (so, RB)]	[(gosh, VB), (some, DT), (people, NNS), (will, MD), (but, CC), (i, VB), (do, VBP), (not, RB), (think, VB), (so, RB)]	time196-cond1.txt	time205-time196-cond1
4	cgv	 i think gloves would be best your mittens are saturated i think gloves would be best your mittens are saturated i think gloves would be best your mittens are super wet push really hard now	[i, think, gloves, would, be, best, your, mittens, are, saturated, i, think, gloves, would, be, best, your, mittens, are, saturated, i, think, gloves, would, be, best, your, mittens, are, super, wet, push, really, hard, now]	[i, think, glove, would, be, best, your, mitten, be, saturate, i, think, glove, would, be, best, your, mitten, be, saturate, i, think, glove, would, be, best, your, mitten, be, super, wet, push, really, hard, now]	[(i, NN), (think, VBP), (gloves, NNS), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mittens, NNS), (are, VBP), (saturated, VBN), (i, JJ), (think, VBP), (gloves, NNS), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mittens, NNS), (are, VBP), (saturated, VBN), (i, JJ), (think, VBP), (gloves, NNS), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mittens, NNS), (are, VBP), (super, JJ), (wet, JJ), (push, NN), (really, RB), (hard, RB), (now, RB)]	[(i, NN), (think, VBP), (glove, NN), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mitten, NN), (be, VB), (saturate, JJ), (i, JJ), (think, VBP), (glove, VB), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mitten, NN), (be, VB), (saturate, JJ), (i, JJ), (think, VBP), (glove, VB), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mitten, NN), (be, VB), (super, JJ), (wet, JJ), (push, NN), (really, RB), (hard, RB), (now, RB)]	time205-cond1.txt	time205-time196-cond1
5	kid	because if i go fishing in a puddle i won't catch any fish	[because, if, i, go, fishing, in, a, puddle, i, will, not, catch, any, fish]	[because, if, i, go, fish, in, a, puddle, i, will, not, catch, any, fish]	[(because, IN), (if, IN), (i, JJ), (go, VBP), (fishing, VBG), (in, IN), (a, DT), (puddle, NN), (i, NN), (will, MD), (not, RB), (catch, VB), (any, DT), (fish, JJ)]	[(because, IN), (if, IN), (i, JJ), (go, VBP), (fish, JJ), (in, IN), (a, DT), (puddle, NN), (i, NN), (will, MD), (not, RB), (catch, VB), (any, DT), (fish, JJ)]	time196-cond1.txt	time205-time196-cond1
6	cgv	are they in right	[are, they, in, right]	[be, they, in, right]	[(are, VBP), (they, PRP), (in, IN), (right, NN)]	[(be, VB), (they, PRP), (in, IN), (right, NN)]	time205-cond1.txt	time205-time196-cond1
7	kid	i'll catch some worms no i would probably catch a turtle or a frog mom what is this brown stuff	[i, will, catch, some, worms, no, i, would, probably, catch, a, turtle, or, a, frog, mom, what, is, this, brown, stuff]	[i, will, catch, some, worm, no, i, would, probably, catch, a, turtle, or, a, frog, mom, what, be, this, brown, stuff]	[(i, NN), (will, MD), (catch, VB), (some, DT), (worms, NNS), (no, DT), (i, NN), (would, MD), (probably, RB), (catch, VB), (a, DT), (turtle, NN), (or, CC), (a, DT), (frog, JJ), (mom, NN), (what, WP), (is, VBZ), (this, DT), (brown, JJ), (stuff, NN)]	[(i, NN), (will, MD), (catch, VB), (some, DT), (worm, NN), (no, DT), (i, NN), (would, MD), (probably, RB), (catch, VB), (a, DT), (turtle, NN), (or, CC), (a, DT), (frog, JJ), (mom, NN), (what, WP), (be, VB), (this, DT), (brown, JJ), (stuff, NN)]	time196-cond1.txt	time205-time196-cond1
8	cgv	nothing that's the first three letters of the alphabet	[nothing, that, is, the, first, three, letters, of, the, alphabet]	[nothing, that, be, the, first, three, letter, of, the, alphabet]	[(nothing, NN), (that, WDT), (is, VBZ), (the, DT), (first, JJ), (three, CD), (letters, NNS), (of, IN), (the, DT), (alphabet, NN)]	[(nothing, NN), (that, WDT), (be, VB), (the, DT), (first, JJ), (three, CD), (letter, NN), (of, IN), (the, DT), (alphabet, NN)]	time205-cond1.txt	time205-time196-cond1
9	kid	i don't like it	[i, do, not, like, it]	[i, do, not, like, it]	[(i, NNS), (do, VBP), (not, RB), (like, IN), (it, PRP)]	[(i, NNS), (do, VBP), (not, RB), (like, IN), (it, PRP)]	time196-cond1.txt	time205-time196-cond1
