original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
1	cgv	 do you like that book	[do, you, like, that, book]	[do, you, like, that, book]	[(do, VB), (you, PRP), (like, IN), (that, DT), (book, NN)]	[(do, VB), (you, PRP), (like, IN), (that, DT), (book, NN)]	time199-cond1.txt	time199-time203-cond1
1	kid	the electric company's on then	[the, electric, company, 's, on, then]	[the, electric, company, 's, on, then]	[(the, DT), (electric, JJ), (company, NN), ('s, POS), (on, IN), (then, RB)]	[(the, DT), (electric, JJ), (company, NN), ('s, POS), (on, IN), (then, RB)]	time203-cond1.txt	time199-time203-cond1
3	cgv	yeah neither of em won look what was on your back where'd you get that 	[yeah, neither, of, em, won, look, what, was, on, your, back, where, did, you, get, that]	[yeah, neither, of, em, win, look, what, be, on, your, back, where, do, you, get, that]	[(yeah, UH), (neither, DT), (of, IN), (em, NN), (won, VBD), (look, VB), (what, WP), (was, VBD), (on, IN), (your, PRP$), (back, NN), (where, WRB), (did, VBD), (you, PRP), (get, VB), (that, IN)]	[(yeah, UH), (neither, DT), (of, IN), (em, NN), (win, VBP), (look, VB), (what, WP), (be, VB), (on, IN), (your, PRP$), (back, NN), (where, WRB), (do, NN), (you, PRP), (get, VB), (that, IN)]	time199-cond1.txt	time199-time203-cond1
3	kid	i know that it's on	[i, know, that, it, is, on]	[i, know, that, it, be, on]	[(i, NN), (know, VBP), (that, IN), (it, PRP), (is, VBZ), (on, IN)]	[(i, NN), (know, VBP), (that, IN), (it, PRP), (be, VB), (on, IN)]	time203-cond1.txt	time199-time203-cond1
5	cgv	what abe	[what, abe]	[what, abe]	[(what, WP), (abe, NN)]	[(what, WP), (abe, NN)]	time199-cond1.txt	time199-time203-cond1
5	kid	joey i saw him in a long long time	[joey, i, saw, him, in, a, long, long, time]	[joey, i, saw, him, in, a, long, long, time]	[(joey, NN), (i, NN), (saw, VBD), (him, PRP), (in, IN), (a, DT), (long, JJ), (long, JJ), (time, NN)]	[(joey, NN), (i, NN), (saw, VBD), (him, PRP), (in, IN), (a, DT), (long, JJ), (long, JJ), (time, NN)]	time203-cond1.txt	time199-time203-cond1
7	cgv	a treasure chest	[a, treasure, chest]	[a, treasure, chest]	[(a, DT), (treasure, NN), (chest, NN)]	[(a, DT), (treasure, NN), (chest, NN)]	time199-cond1.txt	time199-time203-cond1
7	kid	yeah he lives in iowa now	[yeah, he, lives, in, iowa, now]	[yeah, he, live, in, iowa, now]	[(yeah, NN), (he, PRP), (lives, VBZ), (in, IN), (iowa, NN), (now, RB)]	[(yeah, NN), (he, PRP), (live, VBZ), (in, IN), (iowa, NN), (now, RB)]	time203-cond1.txt	time199-time203-cond1
9	cgv	are you kidding i'm glad you're kidding	[are, you, kidding, i, am, glad, you, are, kidding]	[be, you, kid, i, be, glad, you, be, kid]	[(are, VBP), (you, PRP), (kidding, VBG), (i, JJ), (am, VBP), (glad, JJ), (you, PRP), (are, VBP), (kidding, VBG)]	[(be, VB), (you, PRP), (kid, VB), (i, JJ), (be, VB), (glad, VBN), (you, PRP), (be, VB), (kid, VBN)]	time199-cond1.txt	time199-time203-cond1
9	kid	hey mom texas here's texas mom here's texas mom here's here's the world	[hey, mom, texas, here, 's, texas, mom, here, 's, texas, mom, here, 's, here, 's, the, world]	[hey, mom, texas, here, 's, texas, mom, here, 's, texas, mom, here, 's, here, 's, the, world]	[(hey, NN), (mom, NN), (texas, NN), (here, RB), ('s, POS), (texas, JJ), (mom, NN), (here, RB), ('s, VBZ), (texas, JJ), (mom, NN), (here, RB), ('s, VBZ), (here, RB), ('s, VBZ), (the, DT), (world, NN)]	[(hey, NN), (mom, NN), (texas, NN), (here, RB), ('s, POS), (texas, JJ), (mom, NN), (here, RB), ('s, VBZ), (texas, JJ), (mom, NN), (here, RB), ('s, VBZ), (here, RB), ('s, VBZ), (the, DT), (world, NN)]	time203-cond1.txt	time199-time203-cond1
