original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
0	cgv	then you'd be really warm those look like overalls don't they	[then, you, would, be, really, warm, those, look, like, overalls, do, not, they]	[then, you, would, be, really, warm, those, look, like, overall, do, not, they]	[(then, RB), (you, PRP), (would, MD), (be, VB), (really, RB), (warm, JJ), (those, DT), (look, VBP), (like, IN), (overalls, NNS), (do, VBP), (not, RB), (they, PRP)]	[(then, RB), (you, PRP), (would, MD), (be, VB), (really, RB), (warm, JJ), (those, DT), (look, VBP), (like, IN), (overall, JJ), (do, VBP), (not, RB), (they, PRP)]	time205-cond1.txt	time205-time206-cond1
0	kid	jello and something else	[jello, and, something, else]	[jello, and, something, else]	[(jello, NN), (and, CC), (something, NN), (else, RB)]	[(jello, NN), (and, CC), (something, NN), (else, RB)]	time206-cond1.txt	time205-time206-cond1
2	cgv	because they go over your other clothes	[because, they, go, over, your, other, clothes]	[because, they, go, over, your, other, clothes]	[(because, IN), (they, PRP), (go, VBP), (over, IN), (your, PRP$), (other, JJ), (clothes, NNS)]	[(because, IN), (they, PRP), (go, VBP), (over, IN), (your, PRP$), (other, JJ), (clothes, NNS)]	time205-cond1.txt	time205-time206-cond1
2	kid	i want to see what you have mom mommy i want a little bowl of grapenuts	[i, want, to, see, what, you, have, mom, mommy, i, want, a, little, bowl, of, grapenuts]	[i, want, to, see, what, you, have, mom, mommy, i, want, a, little, bowl, of, grapenuts]	[(i, NN), (want, VBP), (to, TO), (see, VB), (what, WP), (you, PRP), (have, VBP), (mom, VBN), (mommy, NNS), (i, VBP), (want, VBP), (a, DT), (little, JJ), (bowl, NN), (of, IN), (grapenuts, NNS)]	[(i, NN), (want, VBP), (to, TO), (see, VB), (what, WP), (you, PRP), (have, VBP), (mom, VBN), (mommy, NNS), (i, VBP), (want, VBP), (a, DT), (little, JJ), (bowl, NN), (of, IN), (grapenuts, NNS)]	time206-cond1.txt	time205-time206-cond1
4	cgv	 i think gloves would be best your mittens are saturated i think gloves would be best your mittens are saturated i think gloves would be best your mittens are super wet push really hard now	[i, think, gloves, would, be, best, your, mittens, are, saturated, i, think, gloves, would, be, best, your, mittens, are, saturated, i, think, gloves, would, be, best, your, mittens, are, super, wet, push, really, hard, now]	[i, think, glove, would, be, best, your, mitten, be, saturate, i, think, glove, would, be, best, your, mitten, be, saturate, i, think, glove, would, be, best, your, mitten, be, super, wet, push, really, hard, now]	[(i, NN), (think, VBP), (gloves, NNS), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mittens, NNS), (are, VBP), (saturated, VBN), (i, JJ), (think, VBP), (gloves, NNS), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mittens, NNS), (are, VBP), (saturated, VBN), (i, JJ), (think, VBP), (gloves, NNS), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mittens, NNS), (are, VBP), (super, JJ), (wet, JJ), (push, NN), (really, RB), (hard, RB), (now, RB)]	[(i, NN), (think, VBP), (glove, NN), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mitten, NN), (be, VB), (saturate, JJ), (i, JJ), (think, VBP), (glove, VB), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mitten, NN), (be, VB), (saturate, JJ), (i, JJ), (think, VBP), (glove, VB), (would, MD), (be, VB), (best, JJS), (your, PRP$), (mitten, NN), (be, VB), (super, JJ), (wet, JJ), (push, NN), (really, RB), (hard, RB), (now, RB)]	time205-cond1.txt	time205-time206-cond1
4	kid	 but put a lot of honey in	[but, put, a, lot, of, honey, in]	[but, put, a, lot, of, honey, in]	[(but, CC), (put, VBD), (a, DT), (lot, NN), (of, IN), (honey, NN), (in, IN)]	[(but, CC), (put, VBD), (a, DT), (lot, NN), (of, IN), (honey, NN), (in, IN)]	time206-cond1.txt	time205-time206-cond1
6	cgv	are they in right	[are, they, in, right]	[be, they, in, right]	[(are, VBP), (they, PRP), (in, IN), (right, NN)]	[(be, VB), (they, PRP), (in, IN), (right, NN)]	time205-cond1.txt	time205-time206-cond1
6	kid	no i want milk i have to go poop who's using the toilet who left the light on	[no, i, want, milk, i, have, to, go, poop, who, is, using, the, toilet, who, left, the, light, on]	[no, i, want, milk, i, have, to, go, poop, who, be, use, the, toilet, who, leave, the, light, on]	[(no, DT), (i, NN), (want, VBP), (milk, NN), (i, NNS), (have, VBP), (to, TO), (go, VB), (poop, NN), (who, WP), (is, VBZ), (using, VBG), (the, DT), (toilet, NN), (who, WP), (left, VBD), (the, DT), (light, NN), (on, IN)]	[(no, DT), (i, NN), (want, VBP), (milk, NN), (i, NNS), (have, VBP), (to, TO), (go, VB), (poop, NN), (who, WP), (be, VB), (use, VBP), (the, DT), (toilet, NN), (who, WP), (leave, VBP), (the, DT), (light, NN), (on, IN)]	time206-cond1.txt	time205-time206-cond1
8	cgv	nothing that's the first three letters of the alphabet	[nothing, that, is, the, first, three, letters, of, the, alphabet]	[nothing, that, be, the, first, three, letter, of, the, alphabet]	[(nothing, NN), (that, WDT), (is, VBZ), (the, DT), (first, JJ), (three, CD), (letters, NNS), (of, IN), (the, DT), (alphabet, NN)]	[(nothing, NN), (that, WDT), (be, VB), (the, DT), (first, JJ), (three, CD), (letter, NN), (of, IN), (the, DT), (alphabet, NN)]	time205-cond1.txt	time205-time206-cond1
8	kid	i forgot to go teetee mommy let's see how little the bowls are hey they're both the same	[i, forgot, to, go, teeter, mommy, let, us, see, how, little, the, bowls, are, hey, they, are, both, the, same]	[i, forget, to, go, teeter, mommy, let, u, see, how, little, the, bowl, be, hey, they, be, both, the, same]	[(i, NN), (forgot, VBD), (to, TO), (go, VB), (teeter, RB), (mommy, JJ), (let, VB), (us, PRP), (see, VB), (how, WRB), (little, JJ), (the, DT), (bowls, NN), (are, VBP), (hey, VBN), (they, PRP), (are, VBP), (both, DT), (the, DT), (same, JJ)]	[(i, NN), (forget, NN), (to, TO), (go, VB), (teeter, RB), (mommy, JJ), (let, NN), (u, JJ), (see, VB), (how, WRB), (little, JJ), (the, DT), (bowl, NN), (be, VB), (hey, VBN), (they, PRP), (be, VB), (both, DT), (the, DT), (same, JJ)]	time206-cond1.txt	time205-time206-cond1
