original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
0	cgv	yeah but it's going to be a surprise	[yeah, but, it, is, going, to, be, a, surprise]	[yeah, but, it, be, go, to, be, a, surprise]	[(yeah, NN), (but, CC), (it, PRP), (is, VBZ), (going, VBG), (to, TO), (be, VB), (a, DT), (surprise, NN)]	[(yeah, NN), (but, CC), (it, PRP), (be, VB), (go, VBN), (to, TO), (be, VB), (a, DT), (surprise, NN)]	time204-cond1.txt	time204-time209-cond1
1	kid	sneaker peeker you are a leaker sneaker peeker you are a leaker hey mom you don't know what's on this side a different color red and white and orange and white	[sneaker, peeked, you, are, a, leader, sneaker, peeked, you, are, a, leader, hey, mom, you, do, not, know, what, is, on, this, side, a, different, color, red, and, white, and, orange, and, white]	[sneaker, peek, you, be, a, leader, sneaker, peek, you, be, a, leader, hey, mom, you, do, not, know, what, be, on, this, side, a, different, color, red, and, white, and, orange, and, white]	[(sneaker, NN), (peeked, VBD), (you, PRP), (are, VBP), (a, DT), (leader, NN), (sneaker, NN), (peeked, VBD), (you, PRP), (are, VBP), (a, DT), (leader, NN), (hey, NN), (mom, NN), (you, PRP), (do, VBP), (not, RB), (know, VB), (what, WP), (is, VBZ), (on, IN), (this, DT), (side, NN), (a, DT), (different, JJ), (color, NN), (red, JJ), (and, CC), (white, JJ), (and, CC), (orange, NN), (and, CC), (white, JJ)]	[(sneaker, NN), (peek, NN), (you, PRP), (be, VB), (a, DT), (leader, NN), (sneaker, NN), (peek, NN), (you, PRP), (be, VB), (a, DT), (leader, NN), (hey, NN), (mom, NN), (you, PRP), (do, VBP), (not, RB), (know, VB), (what, WP), (be, VB), (on, IN), (this, DT), (side, NN), (a, DT), (different, JJ), (color, NN), (red, JJ), (and, CC), (white, JJ), (and, CC), (orange, NN), (and, CC), (white, JJ)]	time209-cond1.txt	time204-time209-cond1
2	cgv	no we're going to eat dinner	[no, we, are, going, to, eat, dinner]	[no, we, be, go, to, eat, dinner]	[(no, DT), (we, PRP), (are, VBP), (going, VBG), (to, TO), (eat, VB), (dinner, NN)]	[(no, DT), (we, PRP), (be, VB), (go, VBN), (to, TO), (eat, VB), (dinner, NN)]	time204-cond1.txt	time204-time209-cond1
3	kid	dad do you want ta go upstairs and wrestle	[dad, do, you, want, ta, go, upstairs, and, wrestle]	[dad, do, you, want, ta, go, upstairs, and, wrestle]	[(dad, NN), (do, VBP), (you, PRP), (want, VB), (ta, NNS), (go, VB), (upstairs, JJ), (and, CC), (wrestle, JJ)]	[(dad, NN), (do, VBP), (you, PRP), (want, VB), (ta, NNS), (go, VB), (upstairs, JJ), (and, CC), (wrestle, JJ)]	time209-cond1.txt	time204-time209-cond1
4	cgv	yeah when we eat dinner	[yeah, when, we, eat, dinner]	[yeah, when, we, eat, dinner]	[(yeah, RB), (when, WRB), (we, PRP), (eat, VBP), (dinner, NNS)]	[(yeah, RB), (when, WRB), (we, PRP), (eat, VBP), (dinner, NNS)]	time204-cond1.txt	time204-time209-cond1
5	kid	now you want to now you want to now you want to	[now, you, want, to, now, you, want, to, now, you, want, to]	[now, you, want, to, now, you, want, to, now, you, want, to]	[(now, RB), (you, PRP), (want, VBP), (to, TO), (now, RB), (you, PRP), (want, VBP), (to, TO), (now, RB), (you, PRP), (want, VBP), (to, TO)]	[(now, RB), (you, PRP), (want, VBP), (to, TO), (now, RB), (you, PRP), (want, VBP), (to, TO), (now, RB), (you, PRP), (want, VBP), (to, TO)]	time209-cond1.txt	time204-time209-cond1
6	cgv	well you're not going to starve before dinner	[well, you, are, not, going, to, starve, before, dinner]	[well, you, be, not, go, to, starve, before, dinner]	[(well, RB), (you, PRP), (are, VBP), (not, RB), (going, VBG), (to, TO), (starve, VB), (before, IN), (dinner, NN)]	[(well, RB), (you, PRP), (be, VB), (not, RB), (go, VB), (to, TO), (starve, VB), (before, IN), (dinner, NN)]	time204-cond1.txt	time204-time209-cond1
7	kid	you didn't like what	[you, did, not, like, what]	[you, do, not, like, what]	[(you, PRP), (did, VBD), (not, RB), (like, IN), (what, WP)]	[(you, PRP), (do, VBP), (not, RB), (like, IN), (what, WP)]	time209-cond1.txt	time204-time209-cond1
8	cgv	don't play with that	[do, not, play, with, that]	[do, not, play, with, that]	[(do, VB), (not, RB), (play, VB), (with, IN), (that, DT)]	[(do, VB), (not, RB), (play, VB), (with, IN), (that, DT)]	time204-cond1.txt	time204-time209-cond1
9	kid	like what	[like, what]	[like, what]	[(like, IN), (what, WP)]	[(like, IN), (what, WP)]	time209-cond1.txt	time204-time209-cond1
10	cgv	what do you want for dinner we're having omelettes	[what, do, you, want, for, dinner, we, are, having, omelette]	[what, do, you, want, for, dinner, we, be, have, omelette]	[(what, WP), (do, VBP), (you, PRP), (want, VB), (for, IN), (dinner, NN), (we, PRP), (are, VBP), (having, VBG), (omelette, NN)]	[(what, WP), (do, VBP), (you, PRP), (want, VB), (for, IN), (dinner, NN), (we, PRP), (be, VB), (have, VBP), (omelette, VBN)]	time204-cond1.txt	time204-time209-cond1
11	kid	where's my activity scene where's my activity scene	[where, is, my, activity, scene, where, is, my, activity, scene]	[where, be, my, activity, scene, where, be, my, activity, scene]	[(where, WRB), (is, VBZ), (my, PRP$), (activity, NN), (scene, NN), (where, WRB), (is, VBZ), (my, PRP$), (activity, NN), (scene, NN)]	[(where, WRB), (be, VB), (my, PRP$), (activity, NN), (scene, NN), (where, WRB), (be, VB), (my, PRP$), (activity, NN), (scene, NN)]	time209-cond1.txt	time204-time209-cond1
12	cgv	plus what some eggs	[plus, what, some, eggs]	[plus, what, some, egg]	[(plus, CC), (what, WP), (some, DT), (eggs, NNS)]	[(plus, CC), (what, WP), (some, DT), (egg, NN)]	time204-cond1.txt	time204-time209-cond1
