original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
1	cgv	 what are you thinking about well do you want to take a nap how come do you want to throw this ball around	[what, are, you, thinking, about, well, do, you, want, to, take, a, nap, how, come, do, you, want, to, throw, this, ball, around]	[what, be, you, think, about, well, do, you, want, to, take, a, nap, how, come, do, you, want, to, throw, this, ball, around]	[(what, WP), (are, VBP), (you, PRP), (thinking, VBG), (about, RB), (well, RB), (do, VBP), (you, PRP), (want, VB), (to, TO), (take, VB), (a, DT), (nap, JJ), (how, WRB), (come, JJ), (do, VBP), (you, PRP), (want, VB), (to, TO), (throw, VB), (this, DT), (ball, NN), (around, IN)]	[(what, WP), (be, VB), (you, PRP), (think, VBP), (about, RB), (well, RB), (do, VBP), (you, PRP), (want, VB), (to, TO), (take, VB), (a, DT), (nap, JJ), (how, WRB), (come, JJ), (do, VBP), (you, PRP), (want, VB), (to, TO), (throw, VB), (this, DT), (ball, NN), (around, IN)]	time191-cond1.txt	time191-time206-cond1
0	kid	jello and something else	[jello, and, something, else]	[jello, and, something, else]	[(jello, NN), (and, CC), (something, NN), (else, RB)]	[(jello, NN), (and, CC), (something, NN), (else, RB)]	time206-cond1.txt	time191-time206-cond1
3	cgv	yeah wow	[yeah, wow]	[yeah, wow]	[(yeah, NN), (wow, NN)]	[(yeah, NN), (wow, NN)]	time191-cond1.txt	time191-time206-cond1
2	kid	i want to see what you have mom mommy i want a little bowl of grapenuts	[i, want, to, see, what, you, have, mom, mommy, i, want, a, little, bowl, of, grapenuts]	[i, want, to, see, what, you, have, mom, mommy, i, want, a, little, bowl, of, grapenuts]	[(i, NN), (want, VBP), (to, TO), (see, VB), (what, WP), (you, PRP), (have, VBP), (mom, VBN), (mommy, NNS), (i, VBP), (want, VBP), (a, DT), (little, JJ), (bowl, NN), (of, IN), (grapenuts, NNS)]	[(i, NN), (want, VBP), (to, TO), (see, VB), (what, WP), (you, PRP), (have, VBP), (mom, VBN), (mommy, NNS), (i, VBP), (want, VBP), (a, DT), (little, JJ), (bowl, NN), (of, IN), (grapenuts, NNS)]	time206-cond1.txt	time191-time206-cond1
5	cgv	it sure does	[it, sure, does]	[it, sure, do]	[(it, PRP), (sure, RB), (does, VBZ)]	[(it, PRP), (sure, RB), (do, VBP)]	time191-cond1.txt	time191-time206-cond1
4	kid	 but put a lot of honey in	[but, put, a, lot, of, honey, in]	[but, put, a, lot, of, honey, in]	[(but, CC), (put, VBD), (a, DT), (lot, NN), (of, IN), (honey, NN), (in, IN)]	[(but, CC), (put, VBD), (a, DT), (lot, NN), (of, IN), (honey, NN), (in, IN)]	time206-cond1.txt	time191-time206-cond1
7	cgv	how come	[how, come]	[how, come]	[(how, WRB), (come, JJ)]	[(how, WRB), (come, JJ)]	time191-cond1.txt	time191-time206-cond1
6	kid	no i want milk i have to go poop who's using the toilet who left the light on	[no, i, want, milk, i, have, to, go, poop, who, is, using, the, toilet, who, left, the, light, on]	[no, i, want, milk, i, have, to, go, poop, who, be, use, the, toilet, who, leave, the, light, on]	[(no, DT), (i, NN), (want, VBP), (milk, NN), (i, NNS), (have, VBP), (to, TO), (go, VB), (poop, NN), (who, WP), (is, VBZ), (using, VBG), (the, DT), (toilet, NN), (who, WP), (left, VBD), (the, DT), (light, NN), (on, IN)]	[(no, DT), (i, NN), (want, VBP), (milk, NN), (i, NNS), (have, VBP), (to, TO), (go, VB), (poop, NN), (who, WP), (be, VB), (use, VBP), (the, DT), (toilet, NN), (who, WP), (leave, VBP), (the, DT), (light, NN), (on, IN)]	time206-cond1.txt	time191-time206-cond1
9	cgv	 what would happen if i hit the oil lamp	[what, would, happen, if, i, hit, the, oil, lamp]	[what, would, happen, if, i, hit, the, oil, lamp]	[(what, WP), (would, MD), (happen, VB), (if, IN), (i, JJ), (hit, VBD), (the, DT), (oil, NN), (lamp, NN)]	[(what, WP), (would, MD), (happen, VB), (if, IN), (i, JJ), (hit, VBD), (the, DT), (oil, NN), (lamp, NN)]	time191-cond1.txt	time191-time206-cond1
8	kid	i forgot to go teetee mommy let's see how little the bowls are hey they're both the same	[i, forgot, to, go, teeter, mommy, let, us, see, how, little, the, bowls, are, hey, they, are, both, the, same]	[i, forget, to, go, teeter, mommy, let, u, see, how, little, the, bowl, be, hey, they, be, both, the, same]	[(i, NN), (forgot, VBD), (to, TO), (go, VB), (teeter, RB), (mommy, JJ), (let, VB), (us, PRP), (see, VB), (how, WRB), (little, JJ), (the, DT), (bowls, NN), (are, VBP), (hey, VBN), (they, PRP), (are, VBP), (both, DT), (the, DT), (same, JJ)]	[(i, NN), (forget, NN), (to, TO), (go, VB), (teeter, RB), (mommy, JJ), (let, NN), (u, JJ), (see, VB), (how, WRB), (little, JJ), (the, DT), (bowl, NN), (be, VB), (hey, VBN), (they, PRP), (be, VB), (both, DT), (the, DT), (same, JJ)]	time206-cond1.txt	time191-time206-cond1
11	cgv	how come	[how, come]	[how, come]	[(how, WRB), (come, JJ)]	[(how, WRB), (come, JJ)]	time191-cond1.txt	time191-time206-cond1
10	kid	hey we're running out of everything we're running out of everything now	[hey, we, are, running, out, of, everything, we, are, running, out, of, everything, now]	[hey, we, be, run, out, of, everything, we, be, run, out, of, everything, now]	[(hey, NN), (we, PRP), (are, VBP), (running, VBG), (out, IN), (of, IN), (everything, NN), (we, PRP), (are, VBP), (running, VBG), (out, IN), (of, IN), (everything, NN), (now, RB)]	[(hey, NN), (we, PRP), (be, VB), (run, VBN), (out, IN), (of, IN), (everything, NN), (we, PRP), (be, VB), (run, VBN), (out, IN), (of, IN), (everything, NN), (now, RB)]	time206-cond1.txt	time191-time206-cond1
13	cgv	how come	[how, come]	[how, come]	[(how, WRB), (come, JJ)]	[(how, WRB), (come, JJ)]	time191-cond1.txt	time191-time206-cond1
12	kid	we're running out of something that was here something that could be here and something that could be here and something that could be here too	[we, are, running, out, of, something, that, was, here, something, that, could, be, here, and, something, that, could, be, here, and, something, that, could, be, here, too]	[we, be, run, out, of, something, that, be, here, something, that, could, be, here, and, something, that, could, be, here, and, something, that, could, be, here, too]	[(we, PRP), (are, VBP), (running, VBG), (out, IN), (of, IN), (something, NN), (that, WDT), (was, VBD), (here, RB), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (and, CC), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (and, CC), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (too, RB)]	[(we, PRP), (be, VB), (run, VBN), (out, IN), (of, IN), (something, NN), (that, WDT), (be, VB), (here, RB), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (and, CC), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (and, CC), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (too, RB)]	time206-cond1.txt	time191-time206-cond1
15	cgv	okay good one	[okay, good, one]	[okay, good, one]	[(okay, RB), (good, JJ), (one, CD)]	[(okay, RB), (good, JJ), (one, CD)]	time191-cond1.txt	time191-time206-cond1
