time	syntax_penn_tok2	syntax_penn_lem2	lexical_tok2	lexical_lem2	cosine_semanticL	partner_direction	condition_info
0	0.0	0.169030850946	0.0	0.0	0.344399892801	cgv>kid	time195-time204-cond1
1	0.210818510678	0.111803398875	0.0	0.0	0.62892085677	kid>cgv	time195-time204-cond1
2	0.105409255339	0.111803398875	0.0	0.0	0.619997446162	cgv>kid	time195-time204-cond1
3	0.0	0.0	0.134839972493	0.134839972493	0.686173981111	kid>cgv	time195-time204-cond1
4	0.0	0.0	0.0	0.0	0.559554416394	cgv>kid	time195-time204-cond1
5	0.0	0.0	0.0	0.0	0.309328859516	kid>cgv	time195-time204-cond1
6	0.0	0.0	0.0	0.0	0.352750238996	cgv>kid	time195-time204-cond1
7	0.0	0.0	0.0	0.0	0.535742417462	kid>cgv	time195-time204-cond1
8	0.0	0.0	0.353553390593	0.353553390593	0.304740193221	cgv>kid	time195-time204-cond1
9	0.0	0.0	0.0	0.0	0.456275392159	kid>cgv	time195-time204-cond1
10	0.142857142857	0.142857142857	0.0	0.0	0.197512780575	cgv>kid	time195-time204-cond1
11	0.251976315339	0.251976315339	0.0	0.0	0.209000339362	kid>cgv	time195-time204-cond1
12	0.0924500327042	0.136082763488	0.0	0.0	0.693640787951	cgv>kid	time195-time204-cond1
13	0.201801838199	0.330049180992	0.0	0.0	0.670350357582	kid>cgv	time195-time204-cond1
14	0.0	0.485071250073	0.0	0.0	0.268754718724	cgv>kid	time195-time204-cond1
15	0.0	0.5	0.0	0.0	0.33421724266	kid>cgv	time195-time204-cond1
16	0.0	0.353553390593	0.0	0.0	0.402278195289	cgv>kid	time195-time204-cond1
17	0.0	0.426401432711	0.0	0.0	0.219194854059	kid>cgv	time195-time204-cond1
18	0.0753778361444	0.213200716356	0.0890870806375	0.0890870806375	0.597720323991	cgv>kid	time195-time204-cond1
19	0.0	0.0	0.0	0.0	0.435096059008	kid>cgv	time195-time204-cond1
20	0.0	0.0	0.0	0.0	0.318275166346	cgv>kid	time195-time204-cond1
21	0.2	0.2	0.0	0.0	0.429563149479	kid>cgv	time195-time204-cond1
22	0.0	0.0	0.0	0.0		cgv>kid	time195-time204-cond1
23	0.0	0.0	0.0	0.0		kid>cgv	time195-time204-cond1
24	0.0944911182523	0.0944911182523	0.0	0.0	0.547182381612	cgv>kid	time195-time204-cond1
25	0.0	0.0	0.0	0.0	0.441171756045	kid>cgv	time195-time204-cond1
26	0.0	0.0	0.0	0.0		cgv>kid	time195-time204-cond1
27	0.0	0.0	0.0	0.0		kid>cgv	time195-time204-cond1
28	0.122627867897	0.058321184352	0.0	0.0	0.566156861812	cgv>kid	time195-time204-cond1
29	0.127256952595	0.0605227532669	0.0	0.0	0.562223158522	kid>cgv	time195-time204-cond1
30	0.177646236674	0.216574040912	0.0	0.0	0.485555996556	cgv>kid	time195-time204-cond1
31	0.0	0.0	0.0	0.0	0.531369615252	kid>cgv	time195-time204-cond1
32	0.0	0.0	0.0	0.0	0.665734979088	cgv>kid	time195-time204-cond1
33	0.0	0.0	0.0	0.0	0.661187280064	kid>cgv	time195-time204-cond1
34	0.0	0.0	0.0	0.0	0.390400712919	cgv>kid	time195-time204-cond1
35	0.0	0.0	0.0	0.0	0.477075756886	kid>cgv	time195-time204-cond1
36	0.0	0.0	0.0	0.0	0.627110614757	cgv>kid	time195-time204-cond1
37	0.12598815767	0.12598815767	0.0	0.0	0.612404855466	kid>cgv	time195-time204-cond1
38	0.0	0.0	0.0	0.0	0.551876670792	cgv>kid	time195-time204-cond1
39	0.0	0.0	0.0	0.0	0.418935156968	kid>cgv	time195-time204-cond1
40	0.0	0.0	0.0	0.0	0.387809789222	cgv>kid	time195-time204-cond1
41	0.0	0.0	0.0	0.0	0.245259310182	kid>cgv	time195-time204-cond1
42	0.136082763488	0.132453235707	0.0	0.0	0.443514844182	cgv>kid	time195-time204-cond1
43	0.166666666667	0.145095250022	0.0	0.0	0.443514844182	kid>cgv	time195-time204-cond1
44	0.0	0.0	0.0	0.0	0.222983197357	cgv>kid	time195-time204-cond1
45	0.208012573584	0.277350098113	0.0	0.0	0.552832615734	kid>cgv	time195-time204-cond1
46	0.0	0.0	0.0	0.0		cgv>kid	time195-time204-cond1
47	0.0	0.0	0.0	0.0		kid>cgv	time195-time204-cond1
48	0.0	0.0	0.0	0.0	0.479598532385	cgv>kid	time195-time204-cond1
49	0.0	0.0	0.0	0.0	0.378099949809	kid>cgv	time195-time204-cond1
50	0.0	0.0	0.0	0.0	0.309349158017	cgv>kid	time195-time204-cond1
51	0.0	0.0	0.0	0.0	0.344512326682	kid>cgv	time195-time204-cond1
52	0.0	0.0	0.0	0.0	0.409379653217	cgv>kid	time195-time204-cond1
53	0.0	0.0	0.0	0.0	0.469242020614	kid>cgv	time195-time204-cond1
54	0.0	0.0	0.0	0.0	0.415035460103	cgv>kid	time195-time204-cond1
55	0.257129738613	0.307728727448	0.0	0.0	0.602460384368	kid>cgv	time195-time204-cond1
56	0.0	0.0912870929175	0.0	0.0	0.584955964186	cgv>kid	time195-time204-cond1
57	0.258198889747	0.258198889747	0.0	0.0	0.376682327413	kid>cgv	time195-time204-cond1
58	0.369274472938	0.3585685828	0.0842151921067	0.0842151921067	0.457917147356	cgv>kid	time195-time204-cond1
59	0.147934101816	0.184274344272	0.023662426214	0.023662426214	0.754240663889	kid>cgv	time195-time204-cond1
60	0.144337567297	0.158113883008	0.0	0.0	0.744729824866	cgv>kid	time195-time204-cond1
61	0.0	0.0	0.0	0.0	0.682533284122	kid>cgv	time195-time204-cond1
62	0.0	0.0	0.0	0.0		cgv>kid	time195-time204-cond1
63	0.0	0.0	0.0	0.0		kid>cgv	time195-time204-cond1
64	0.0	0.0	0.0	0.0	0.553975143958	cgv>kid	time195-time204-cond1
65	0.0	0.0	0.0	0.0	0.524362469347	kid>cgv	time195-time204-cond1
66	0.22360679775	0.0912870929175	0.0	0.0	0.398131393828	cgv>kid	time195-time204-cond1
67	0.0	0.0	0.0	0.0	0.465923012959	kid>cgv	time195-time204-cond1
68	0.408248290464	0.408248290464	0.0	0.0		cgv>kid	time195-time204-cond1
