time	syntax_penn_tok2	syntax_penn_lex2	lexical_tok2	lexical_lem2	cosine_semanticL	partner_direction	condition_info
0	0.0	0.0	0.0	0.0	0.53787310988	kid>cgv	time89-cond1.txt
1	0.0	0.0	0.0	0.0	0.499034420084	cgv>kid	time89-cond1.txt
2	0.462910049886	0.462910049886	0.0	0.0	0.727327955255	kid>cgv	time89-cond1.txt
3	0.0	0.0	0.239045721867	0.239045721867	0.89505496697	cgv>kid	time89-cond1.txt
4	0.0	0.0	0.0	0.0	0.584517724382	kid>cgv	time89-cond1.txt
5	0.353553390593	0.210818510678	0.190692517849	0.286038776774	0.850931646152	cgv>kid	time89-cond1.txt
6	0.426401432711	0.213200716356	0.0	0.0	0.77636310392	kid>cgv	time89-cond1.txt
7	0.0	0.0	0.0	0.0	0.578801239301	cgv>kid	time89-cond1.txt
8	0.0	0.0	0.0	0.0	0.510566975395	kid>cgv	time89-cond1.txt
9	0.0	0.0	0.0	0.0	0.519860005591	cgv>kid	time89-cond1.txt
10	0.0	0.0	0.0	0.0		kid>cgv	time89-cond1.txt
11	0.0	0.0	0.0	0.0		cgv>kid	time89-cond1.txt
12	0.0	0.0	0.0	0.0	0.307147417231	kid>cgv	time89-cond1.txt
13	0.0	0.353553390593	0.0	0.0	0.502592263444	cgv>kid	time89-cond1.txt
14	0.0	0.0	0.0	0.0	0.239884529195	kid>cgv	time89-cond1.txt
15	0.0	0.0	0.0	0.0	0.410398935694	cgv>kid	time89-cond1.txt
16	0.0	0.111803398875	0.0	0.0	0.398141995964	kid>cgv	time89-cond1.txt
17	0.0	0.0	0.0	0.0	0.475884076823	cgv>kid	time89-cond1.txt
18	0.0	0.0	0.0	0.0		kid>cgv	time89-cond1.txt
19	0.0	0.316227766017	0.0	0.0		cgv>kid	time89-cond1.txt
20	0.0	0.0	0.0	0.0	0.558573221161	kid>cgv	time89-cond1.txt
21	0.0	0.0	0.0	0.0	0.49345844379	cgv>kid	time89-cond1.txt
22	0.0	0.0	0.5	0.5	0.877505982575	kid>cgv	time89-cond1.txt
23	0.0	0.0	0.408248290464	0.408248290464	0.878194483897	cgv>kid	time89-cond1.txt
24	0.0	0.0	0.0	0.0	0.658359275261	kid>cgv	time89-cond1.txt
25	0.0	0.0	0.0	0.0	0.522195156652	cgv>kid	time89-cond1.txt
26	0.0	0.0	0.235702260396	0.235702260396	0.407426472169	kid>cgv	time89-cond1.txt
27	0.182574185835	0.182574185835	0.0	0.0	0.414099103589	cgv>kid	time89-cond1.txt
28	0.22360679775	0.22360679775	0.0	0.0	0.555160845319	kid>cgv	time89-cond1.txt
29	0.188982236505	0.188982236505	0.0	0.0	0.412237184261	cgv>kid	time89-cond1.txt
30	0.0	0.0	0.0	0.0	0.319603182124	kid>cgv	time89-cond1.txt
31	0.0	0.0	0.0	0.0	0.447358562519	cgv>kid	time89-cond1.txt
32	0.350070021007	0.350070021007	0.0	0.0	0.648848863742	kid>cgv	time89-cond1.txt
33	0.258198889747	0.387298334621	0.0	0.0	0.537387104432	cgv>kid	time89-cond1.txt
34	0.0	0.0	0.0	0.0	0.427887744003	kid>cgv	time89-cond1.txt
35	0.0	0.1490711985	0.0	0.0	0.344516561099	cgv>kid	time89-cond1.txt
36	0.0	0.182574185835	0.0	0.0	0.197328880237	kid>cgv	time89-cond1.txt
37	0.226455406829	0.210818510678	0.0	0.0	0.403031604855	cgv>kid	time89-cond1.txt
38	0.104828483672	0.0975900072949	0.0	0.0	0.41187155043	kid>cgv	time89-cond1.txt
39	0.0	0.0	0.0	0.0	0.483239237302	cgv>kid	time89-cond1.txt
40	0.0	0.0	0.0	0.0	0.503604292047	kid>cgv	time89-cond1.txt
41	0.0	0.0	0.0	0.0	0.632085616177	cgv>kid	time89-cond1.txt
42	0.0912870929175	0.179605302027	0.072547625011	0.072547625011	0.702729104649	kid>cgv	time89-cond1.txt
43	0.1	0.0912870929175	0.0	0.0	0.456645912456	cgv>kid	time89-cond1.txt
44	0.0	0.0	0.0	0.0	0.40401175732	kid>cgv	time89-cond1.txt
45	0.288675134595	0.288675134595	0.12598815767	0.12598815767	0.282828677499	cgv>kid	time89-cond1.txt
46	0.283473354757	0.283473354757	0.0	0.0	0.431488786585	kid>cgv	time89-cond1.txt
47	0.0	0.0	0.166666666667	0.166666666667	0.38532163375	cgv>kid	time89-cond1.txt
48	0.0	0.0	0.0	0.0	0.432243018753	kid>cgv	time89-cond1.txt
49	0.0	0.0	0.0	0.0	0.561006769719	cgv>kid	time89-cond1.txt
50	0.0	0.0	0.0	0.0	0.409951344209	kid>cgv	time89-cond1.txt
51	0.0	0.0	0.0	0.0	0.250004666083	cgv>kid	time89-cond1.txt
52	0.0	0.0	0.218217890236	0.218217890236	0.73982956613	kid>cgv	time89-cond1.txt
53	0.0	0.119522860933	0.0	0.0	0.627349563857	cgv>kid	time89-cond1.txt
54	0.235702260396	0.235702260396	0.184900065408	0.184900065408	0.636583336504	kid>cgv	time89-cond1.txt
55	0.0	0.0833333333333	0.0	0.0	0.687891449703	cgv>kid	time89-cond1.txt
56	0.0	0.0	0.0	0.0	0.331910306071	kid>cgv	time89-cond1.txt
57	0.0	0.198029508595	0.0	0.0	0.313628354551	cgv>kid	time89-cond1.txt
58	0.0	0.0	0.0	0.0	0.313628354551	kid>cgv	time89-cond1.txt
59	0.0	0.0	0.0	0.0	0.367299146491	cgv>kid	time89-cond1.txt
60	0.0590281336101	0.225374467928	0.0	0.0	0.367469634756	kid>cgv	time89-cond1.txt
61	0.0	0.169030850946	0.169030850946	0.169030850946	0.69425735936	cgv>kid	time89-cond1.txt
62	0.0	0.316227766017	0.0	0.0	0.235207089335	kid>cgv	time89-cond1.txt
63	0.0	0.0	0.0	0.0	0.448781351386	cgv>kid	time89-cond1.txt
64	0.0	0.0	0.0	0.0	0.576281184987	kid>cgv	time89-cond1.txt
65	0.0	0.111803398875	0.0	0.0	0.682660542376	cgv>kid	time89-cond1.txt
66	0.0953462589246	0.363803437554	0.0	0.105409255339	0.779479848565	kid>cgv	time89-cond1.txt
67	0.0	0.0	0.102597835209	0.102597835209	0.77766338362	cgv>kid	time89-cond1.txt
68	0.0936585811582	0.267261241912	0.0	0.0	0.739156011063	kid>cgv	time89-cond1.txt
69	0.0	0.0	0.0	0.0	0.747732258851	cgv>kid	time89-cond1.txt
70	0.204124145232	0.353553390593	0.0	0.0	0.556852216676	kid>cgv	time89-cond1.txt
71	0.0	0.144337567297	0.0	0.0	0.562893041621	cgv>kid	time89-cond1.txt
72	0.102062072616	0.102062072616	0.0	0.0	0.773678038727	kid>cgv	time89-cond1.txt
73	0.0	0.0	0.0	0.0	0.525837192251	cgv>kid	time89-cond1.txt
74	0.0	0.0	0.0	0.0		kid>cgv	time89-cond1.txt
75	0.0	0.0	0.0	0.0		cgv>kid	time89-cond1.txt
76	0.0	0.0	0.0	0.0	0.616343743594	kid>cgv	time89-cond1.txt
77	0.0	0.0	0.0	0.0	0.671620434596	cgv>kid	time89-cond1.txt
78	0.0	0.0	1.0	1.0	1.0	kid>cgv	time89-cond1.txt
79	0.0	0.0	0.0	0.0	0.258239573081	cgv>kid	time89-cond1.txt
80	0.0	0.0	0.0	0.0	0.329505105982	kid>cgv	time89-cond1.txt
81	0.112687233964	0.112687233964	0.0645497224368	0.0645497224368	0.722954122143	cgv>kid	time89-cond1.txt
82	0.081786082011	0.204465205027	0.0	0.0	0.725769608302	kid>cgv	time89-cond1.txt
83	0.0	0.0	0.392232270276	0.392232270276	0.724017537597	cgv>kid	time89-cond1.txt
84	0.0857492925713	0.0912870929175	0.0	0.0	0.765478909811	kid>cgv	time89-cond1.txt
85	0.132842232831	0.0942809041582	0.0	0.0	0.787048761071	cgv>kid	time89-cond1.txt
86	0.557006651896	0.60764362025	0.0	0.0	0.638513888143	kid>cgv	time89-cond1.txt
87	0.0	0.0	0.0	0.0	0.352943985075	cgv>kid	time89-cond1.txt
88	0.187867287326	0.4	0.0	0.0	0.423142895053	kid>cgv	time89-cond1.txt
89	0.0	0.0	0.0	0.0	0.605995677499	cgv>kid	time89-cond1.txt
90	0.182574185835	0.182574185835	0.231455024943	0.231455024943	0.768971377777	kid>cgv	time89-cond1.txt
91	0.25	0.251259453815	0.104828483672	0.104828483672	0.716217865712	cgv>kid	time89-cond1.txt
92	0.158113883008	0.333333333333	0.151910905063	0.151910905063	0.7899723506	kid>cgv	time89-cond1.txt
93	0.0	0.0	0.0	0.0	0.521461669833	cgv>kid	time89-cond1.txt
94	0.308606699924	0.462910049886	0.267261241912	0.353553390593	0.296709864093	kid>cgv	time89-cond1.txt
95	0.288009216442	0.336010752516	0.119522860933	0.105409255339	0.59961273913	cgv>kid	time89-cond1.txt
96	0.0635000635001	0.381000381001	0.0	0.0790569415042	0.517819201113	kid>cgv	time89-cond1.txt
97	0.288675134595	0.288675134595	0.0	0.0	0.434039191597	cgv>kid	time89-cond1.txt
98	0.0	0.0456435464588	0.0363696483727	0.138013111868	0.610504233164	kid>cgv	time89-cond1.txt
99	0.288082979849	0.290957186981	0.0	0.0	0.400782568564	cgv>kid	time89-cond1.txt
100	0.0	0.133630620956	0.0	0.0	0.185662809587	kid>cgv	time89-cond1.txt
101	0.280056016806	0.264906471413	0.0	0.0	0.494844460361	cgv>kid	time89-cond1.txt
102	0.353553390593	0.200445931434	0.0690065559342	0.0690065559342	0.583923155753	kid>cgv	time89-cond1.txt
103	0.0	0.0	0.0	0.0	0.256812696483	cgv>kid	time89-cond1.txt
104	0.0	0.0	0.0	0.0	0.30903166428	kid>cgv	time89-cond1.txt
105	0.108465228909	0.093250480824	0.0	0.0	0.294735831088	cgv>kid	time89-cond1.txt
106	0.0	0.0	0.0	0.0		kid>cgv	time89-cond1.txt
107	0.0	0.0	0.0	0.0		cgv>kid	time89-cond1.txt
108	0.0836242010007	0.201007563052	0.0	0.0	0.767727459152	kid>cgv	time89-cond1.txt
109	0.227921152919	0.227921152919	0.0	0.0	0.633478862055	cgv>kid	time89-cond1.txt
110	0.0	0.0	0.169030850946	0.169030850946	0.451093566697	kid>cgv	time89-cond1.txt
111	0.280744962537	0.280744962537	0.0	0.0	0.427520212579	cgv>kid	time89-cond1.txt
112	0.166090959707	0.166090959707	0.0	0.0	0.621087270421	kid>cgv	time89-cond1.txt
113	0.0	0.0	0.1	0.1	0.529457401349	cgv>kid	time89-cond1.txt
114	0.0924500327042	0.0924500327042	0.248069469178	0.248069469178	0.685401215741	kid>cgv	time89-cond1.txt
115	0.0860662965824	0.0860662965824	0.0	0.0	0.550631073097	cgv>kid	time89-cond1.txt
116	0.1490711985	0.298142397	0.0	0.0	0.533669080578	kid>cgv	time89-cond1.txt
117	0.119522860933	0.119522860933	0.0	0.0	0.476085526623	cgv>kid	time89-cond1.txt
118	0.0944911182523	0.0944911182523	0.0	0.0	0.553887350195	kid>cgv	time89-cond1.txt
119	0.0	0.0	0.0	0.0	0.571759791137	cgv>kid	time89-cond1.txt
120	0.0	0.0	0.0	0.0	0.551490375396	kid>cgv	time89-cond1.txt
121	0.0666666666667	0.06415002991	0.0	0.0	0.60175943386	cgv>kid	time89-cond1.txt
122	0.0	0.0	0.0	0.0	0.508476476594	kid>cgv	time89-cond1.txt
123	0.0	0.0	0.0	0.0	0.358268365823	cgv>kid	time89-cond1.txt
124	0.0	0.0	0.612372435696	0.612372435696	0.518059778518	kid>cgv	time89-cond1.txt
125	0.0	0.0	0.774596669241	0.774596669241	0.395693933902	cgv>kid	time89-cond1.txt
126	0.0	0.0	0.0	0.0	0.774371996489	kid>cgv	time89-cond1.txt
127	0.0721687836487	0.0671156055214	0.0	0.0800640769025	0.729330634303	cgv>kid	time89-cond1.txt
128	0.363696483727	0.47301616488	0.0693375245282	0.0693375245282		kid>cgv	time89-cond1.txt
129	0.316227766017	0.316227766017	0.0	0.0		cgv>kid	time89-cond1.txt
130	0.0	0.0	0.36514837167	0.36514837167	0.580247062723	kid>cgv	time89-cond1.txt
131	0.408248290464	0.0	0.0	0.0	0.314083502484	cgv>kid	time89-cond1.txt
132	0.0	0.0	0.0	0.0	0.551517166099	kid>cgv	time89-cond1.txt
133	0.0	0.0	0.0	0.0	0.576721735603	cgv>kid	time89-cond1.txt
134	0.0	0.0	0.0	0.0	0.520413219176	kid>cgv	time89-cond1.txt
135	0.0	0.0	0.0	0.0	0.355612900112	cgv>kid	time89-cond1.txt
136	0.0	0.0	0.0	0.0	0.350137042544	kid>cgv	time89-cond1.txt
137	0.0	0.0	0.0	0.0	0.475171343989	cgv>kid	time89-cond1.txt
138	0.0	0.0	0.0	0.0		kid>cgv	time89-cond1.txt
139	0.0	0.0	0.0	0.0		cgv>kid	time89-cond1.txt
140	0.0	0.188982236505	0.0	0.0	0.259409535331	kid>cgv	time89-cond1.txt
141	0.0	0.0	0.0	0.0	0.401330006977	cgv>kid	time89-cond1.txt
