syntax_penn_tok2	syntax_penn_lex2	lexical_tok2	lexical_lem2	condition_info
0.754144388374	0.754144388374	0.302657790245	0.391842896125	time89-cond1.txt
0.686862932445	0.686862932445	0.153521037391	0.177872619997	time40-cond1.txt
0.381083589401	0.381083589401	0.0871027834576	0.101430103242	time6-cond1.txt
0.82184553874	0.82184553874	0.293466637767	0.357905895372	time111-cond1.txt
0.746778942583	0.746778942583	0.258971589617	0.310971177864	time105-cond1.txt
0.791089573057	0.791089573057	0.345933869403	0.414845218939	time54-cond1.txt
0.687575348008	0.687575348008	0.20983323128	0.305058602913	time124-cond1.txt
0.705538585358	0.705538585358	0.388520484312	0.47284547127	time75-cond1.txt
0.709110268062	0.709110268062	0.0998475714488	0.186071848057	time197-cond1.txt
0.752607139031	0.752607139031	0.139299283173	0.172072142368	time183-cond1.txt
0.751067616199	0.751067616199	0.200968581942	0.269065515578	time61-cond1.txt
0.763803899834	0.763803899834	0.178266045803	0.213033805062	time130-cond1.txt
0.674007185222	0.674007185222	0.135889973871	0.171937762776	time166-cond1.txt
0.802663433139	0.802663433139	0.19353381258	0.21869576691	time84-cond1.txt
0.70092779631	0.70092779631	0.212792272192	0.232367622078	time37-cond1.txt
0.766804467326	0.766804467326	0.193274404093	0.27808406635	time23-cond1.txt
0.772714879222	0.772714879222	0.261260095278	0.319475137773	time108-cond1.txt
0.818388713987	0.818388713987	0.274346430268	0.339788777459	time59-cond1.txt
0.736185075616	0.736185075616	0.330412176902	0.430269260543	time90-cond1.txt
0.752799507102	0.752799507102	0.245291455497	0.311628873881	time172-cond1.txt
0.768490400947	0.768490400947	0.353514466981	0.435380318267	time202-cond1.txt
0.771195503066	0.771195503066	0.21290997396	0.263651006219	time129-cond1.txt
0.60829512009	0.60829512009	0.173774120143	0.233591266029	time153-cond1.txt
0.831083041589	0.831083041589	0.222265783533	0.249320806671	time78-cond1.txt
0.601402015773	0.601402015773	0.233688713518	0.282823006704	time147-cond1.txt
0.62858453009	0.62858453009	0.252988229252	0.275950214862	time16-cond1.txt
0.719827525857	0.719827525857	0.198113219572	0.237242585948	time158-cond1.txt
0.744801514007	0.744801514007	0.309924288715	0.356672514248	time191-cond1.txt
0.809353756293	0.809353756293	0.316696255671	0.355354102936	time73-cond1.txt
0.72074454768	0.72074454768	0.206096611712	0.305582372645	time122-cond1.txt
0.697610937258	0.697610937258	0.276776974951	0.326797711684	time136-cond1.txt
0.787562218257	0.787562218257	0.334013501312	0.37122028309	time67-cond1.txt
0.777710747828	0.777710747828	0.253921568627	0.324580900298	time185-cond1.txt
0.79558745587	0.79558745587	0.221743238382	0.299826565666	time117-cond1.txt
0.667294710129	0.667294710129	0.208239520648	0.234197843642	time46-cond1.txt
0.860970257952	0.860970257952	0.283845731023	0.338823052121	time52-cond1.txt
0.606160916547	0.606160916547	0.144429427216	0.156854499466	time179-cond1.txt
0.782399191507	0.782399191507	0.353604050148	0.401469327578	time209-cond1.txt
0.693863703431	0.693863703431	0.104521265147	0.121436838965	time28-cond1.txt
0.812341788169	0.812341788169	0.255473813502	0.313582444022	time103-cond1.txt
0.68263783096	0.68263783096	0.215985410458	0.292689020953	time155-cond1.txt
0.675177391013	0.675177391013	0.478669829729	0.529114599209	time10-cond1.txt
0.70864079135	0.70864079135	0.190492930557	0.246674494231	time188-cond1.txt
0.554578551462	0.554578551462	0.136599759978	0.172020401244	time141-cond1.txt
0.683419544509	0.683419544509	0.261249746786	0.286375131869	time31-cond1.txt
0.756510691983	0.756510691983	0.33150985086	0.42849018275	time82-cond1.txt
0.70603682573	0.70603682573	0.187301389756	0.247673492005	time160-cond1.txt
0.810752906336	0.810752906336	0.192589358893	0.305208671526	time210-cond1.txt
0.766314969559	0.766314969559	0.311128104041	0.36552177838	time204-cond1.txt
0.579601997979	0.579601997979	0.220794034785	0.250820438442	time174-cond1.txt
0.82557662692	0.82557662692	0.204695336738	0.273112495997	time96-cond1.txt
0.696293670202	0.696293670202	0.199618905512	0.254331482775	time25-cond1.txt
0.856393428663	0.856393428663	0.215231362315	0.273132984662	time104-cond1.txt
0.725047859406	0.725047859406	0.263789139535	0.29842789023	time55-cond1.txt
0.661630649835	0.661630649835	0.173964202841	0.212976133945	time7-cond1.txt
0.716632819684	0.716632819684	0.295909900021	0.345621849532	time88-cond1.txt
0.729066677868	0.729066677868	0.281392284834	0.298047028629	time41-cond1.txt
0.778636720887	0.778636720887	0.258652030023	0.315514742452	time110-cond1.txt
0.661759073648	0.661759073648	0.132681406824	0.171459995549	time182-cond1.txt
0.699175087121	0.699175087121	0.267837181418	0.327815985836	time60-cond1.txt
0.77425617987	0.77425617987	0.318081727567	0.359575237416	time131-cond1.txt
0.741683044626	0.741683044626	0.303146712253	0.385879969353	time125-cond1.txt
0.752931146229	0.752931146229	0.26981809645	0.320207679891	time74-cond1.txt
0.670246297863	0.670246297863	0.164155055681	0.228144600702	time196-cond1.txt
0.611642543494	0.611642543494	0.29171789743	0.344566386705	time22-cond1.txt
0.795905781099	0.795905781099	0.271548477943	0.333754482026	time109-cond1.txt
0.78957146685	0.78957146685	0.285261084843	0.31717280455	time203-cond1.txt
0.819210437454	0.819210437454	0.378359454429	0.447369923826	time58-cond1.txt
0.773176803157	0.773176803157	0.336912071566	0.419130780661	time91-cond1.txt
0.708810257374	0.708810257374	0.292650384848	0.366000227323	time173-cond1.txt
0.661941247537	0.661941247537	0.275050114082	0.335385577812	time167-cond1.txt
0.803435338447	0.803435338447	0.297300693107	0.350653220763	time85-cond1.txt
0.752532446257	0.752532446257	0.229139827897	0.308832881644	time36-cond1.txt
0.790245645853	0.790245645853	0.300386278341	0.400473261074	time146-cond1.txt
0.680698276731	0.680698276731	0.267472491651	0.305884720912	time17-cond1.txt
0.764137508474	0.764137508474	0.349040230775	0.407389140415	time128-cond1.txt
0.666534654152	0.666534654152	0.226394523535	0.226375355914	time152-cond1.txt
0.80846658103	0.80846658103	0.281851321516	0.343762306925	time79-cond1.txt
0.746557745715	0.746557745715	0.191651224653	0.276529462484	time137-cond1.txt
0.788847098811	0.788847098811	0.272249169501	0.346808425324	time66-cond1.txt
0.665076883522	0.665076883522	0.232180840543	0.268301495989	time184-cond1.txt
0.795432128962	0.795432128962	0.165360284332	0.214176715973	time159-cond1.txt
0.774586750049	0.774586750049	0.298648691442	0.370330458954	time190-cond1.txt
0.796915689882	0.796915689882	0.219799457116	0.255498949191	time72-cond1.txt
0.816313193313	0.816313193313	0.219575613027	0.260425494007	time123-cond1.txt
0.741248409379	0.741248409379	0.319008259742	0.383271058907	time208-cond1.txt
0.808346193185	0.808346193185	0.358059218608	0.425882635888	time53-cond1.txt
0.736292149248	0.736292149248	0.273818378899	0.39590765242	time178-cond1.txt
0.613239195074	0.613239195074	0.192322232561	0.216756156532	time29-cond1.txt
0.793046661027	0.793046661027	0.225150174576	0.317942336678	time102-cond1.txt
0.822293711388	0.822293711388	0.347047183599	0.395479187958	time116-cond1.txt
0.730592863293	0.730592863293	0.212181576302	0.257454594972	time47-cond1.txt
0.588182479203	0.588182479203	0.268026395314	0.272974993103	time1-cond1.txt
